"actid"	"subid"	"timeBodyAccelerometermagnitude-mean"	"timeGravityAccelerometermagnitude-mean"	"timeBodyAccelerometerJerkmagnitude-mean"	"timeBodygyroscopemagnitude-mean"	"timeBodygyroscopeJerkmagnitude-mean"	"frequencyBodyAccelerometermagnitude-mean"	"frequencybodyAccelerometerJerkmagnitude-mean"	"frequencybodygyroscopemagnitude-mean"	"frequencybodygyroscopeJerkmagnitude-mean"	"acttype"
1	23	-0.057375807	-0.057375807	-0.05877086	0.039807527	0.17127165	-0.12059001	-0.064897609	0.34829944	0.25060604	"WALKING"
1	23	-0.06018662	-0.06018662	-0.074240831	-0.056113368	0.034893448	-0.061822331	-0.018259421	0.25788342	0.17143914	"WALKING"
1	23	-0.034139538	-0.034139538	-0.03116608	-0.017280577	0.018410244	-0.029466415	0.016488793	0.24599111	0.14700965	"WALKING"
1	26	-0.33023005	-0.33023005	-0.37562535	-0.4792261	-0.55023878	-0.42454897	-0.34887194	-0.59310761	-0.62213871	"WALKING"
1	26	-0.29923871	-0.29923871	-0.36591915	-0.48113873	-0.5322612	-0.45389649	-0.39466287	-0.6124098	-0.67471292	"WALKING"
1	26	-0.29292376	-0.29292376	-0.36873905	-0.46146328	-0.53417292	-0.42307922	-0.32939555	-0.61920269	-0.65428057	"WALKING"
1	25	-0.47019981	-0.47019981	-0.68340533	-0.3863083	-0.76070132	-0.61532172	-0.59926913	-0.44954252	-0.79485728	"WALKING"
1	25	-0.43483505	-0.43483505	-0.5685819	-0.43661705	-0.7206624	-0.54892423	-0.50431417	-0.65317197	-0.79422526	"WALKING"
1	25	-0.4331773	-0.4331773	-0.56168689	-0.4499275	-0.70474634	-0.62289828	-0.56663939	-0.59565936	-0.79197592	"WALKING"
1	5	-0.024441917	-0.024441917	-0.11526863	-0.27683721	-0.29755185	-0.17850463	-0.10514163	-0.37827772	-0.42647883	"WALKING"
1	5	-0.012997429	-0.012997429	-0.13979943	-0.33550176	-0.38740826	-0.21174756	-0.10339161	-0.42731219	-0.45414082	"WALKING"
1	5	-0.048674212	-0.048674212	-0.19581178	-0.39748029	-0.45276617	-0.24781969	-0.22684051	-0.48839476	-0.55114658	"WALKING"
1	3	-0.18473327	-0.18473327	-0.16925214	-0.41072671	-0.54504845	-0.13157665	0.014280879	-0.53004844	-0.55938017	"WALKING"
1	5	-0.12376582	-0.12376582	-0.21504044	-0.41434866	-0.40670878	-0.24280132	-0.2407467	-0.48415943	-0.52279235	"WALKING"
1	5	-0.083847308	-0.083847308	-0.20345509	-0.39632982	-0.39112533	-0.32175057	-0.24848012	-0.45973317	-0.51644581	"WALKING"
1	5	-0.1262358	-0.1262358	-0.2504259	-0.40951035	-0.4232502	-0.28931136	-0.22174001	-0.48238575	-0.51444436	"WALKING"
1	5	-0.1821276	-0.1821276	-0.25095567	-0.32021256	-0.41479079	-0.29562295	-0.26409091	-0.42171852	-0.48019932	"WALKING"
1	18	-0.27522351	-0.27522351	-0.37106397	-0.52083341	-0.64113577	-0.44136061	-0.43108923	-0.56506755	-0.6766507	"WALKING"
1	19	0.037902586	0.037902586	0.074708807	0.071694171	-0.28319309	-0.0088865164	0.028577077	-0.20542016	-0.40453602	"WALKING"
1	19	0.029673787	0.029673787	0.041680996	0.058143282	-0.27162394	-0.09906115	0.024376344	-0.238045	-0.36850379	"WALKING"
1	26	-0.20759617	-0.20759617	-0.28355509	-0.34502733	-0.45663381	-0.40231101	-0.33600324	-0.55500258	-0.57507656	"WALKING"
1	26	-0.19781789	-0.19781789	-0.2564343	-0.3284166	-0.44828405	-0.43495889	-0.36943241	-0.52835304	-0.58598618	"WALKING"
1	26	-0.17971984	-0.17971984	-0.2398498	-0.33541323	-0.49052555	-0.46010472	-0.37575439	-0.57110768	-0.68032991	"WALKING"
1	26	-0.20177767	-0.20177767	-0.29639684	-0.34752083	-0.51688588	-0.46151159	-0.35052089	-0.57673146	-0.6577005	"WALKING"
1	26	-0.23938657	-0.23938657	-0.32460106	-0.33886502	-0.48518584	-0.42445299	-0.38321182	-0.52779768	-0.59887244	"WALKING"
1	26	-0.22825574	-0.22825574	-0.24667475	-0.32649115	-0.42760472	-0.39369873	-0.31596548	-0.48202761	-0.55124253	"WALKING"
1	7	-0.13294205	-0.13294205	-0.19213199	-0.31403354	-0.34116151	-0.11125458	-0.026042818	-0.33869211	-0.25652785	"WALKING"
1	7	-0.19255715	-0.19255715	-0.37817097	-0.14649403	-0.42868824	-0.28114658	-0.15235038	-0.22849865	-0.25943348	"WALKING"
1	7	-0.11747392	-0.11747392	-0.21515384	-0.19612493	-0.27022026	-0.14761953	-0.02704634	-0.045148257	-0.022207797	"WALKING"
1	15	-0.2666582	-0.2666582	-0.41915427	-0.37260339	-0.61641735	-0.39996304	-0.42221011	-0.58491054	-0.71253156	"WALKING"
1	15	-0.32156482	-0.32156482	-0.46843838	-0.38808154	-0.63681254	-0.46192317	-0.45224153	-0.64169097	-0.75969563	"WALKING"
1	15	-0.33526114	-0.33526114	-0.45695568	-0.38170387	-0.6532569	-0.45690642	-0.44512174	-0.64412642	-0.78528274	"WALKING"
1	10	-0.037085333	-0.037085333	-0.10240469	-0.16807086	-0.44392663	-0.036163767	0.2161387	-0.45313364	-0.50602141	"WALKING"
1	10	-0.069426205	-0.069426205	-0.12096344	-0.18815476	-0.45437397	-0.075792919	0.0297537	-0.45890281	-0.54123196	"WALKING"
1	10	-0.149856	-0.149856	-0.20473717	-0.20723997	-0.50132243	-0.050946234	-0.076898218	-0.49417119	-0.54404602	"WALKING"
1	10	-0.14543211	-0.14543211	-0.20225324	-0.20587128	-0.53871741	0.026645284	0.081956217	-0.50442393	-0.55975027	"WALKING"
1	10	-0.109246	-0.109246	-0.15784475	-0.16313027	-0.48142044	0.0048612732	0.099663387	-0.47215552	-0.55339196	"WALKING"
1	6	-0.21442813	-0.21442813	-0.27862021	-0.34983977	-0.50062653	-0.20603165	-0.13380496	-0.4865213	-0.61084686	"WALKING"
1	10	-0.20578213	-0.20578213	-0.29266245	-0.10422845	-0.57432009	-0.23724148	-0.13239013	-0.43883632	-0.65805366	"WALKING"
1	6	-0.16052616	-0.16052616	-0.18685876	-0.3308407	-0.40493873	-0.11343601	0.18635376	-0.45995284	-0.43751334	"WALKING"
1	1	-0.067429345	-0.067429345	-0.11932781	-0.17635239	-0.30820062	-0.18015689	-0.052196241	-0.23629253	-0.35710169	"WALKING"
1	1	-0.12064647	-0.12064647	-0.13446971	-0.19818739	-0.33990157	-0.19108306	-0.10768355	-0.31980387	-0.41231847	"WALKING"
1	10	-0.055649776	-0.055649776	-0.10291868	-0.080431494	-0.42447945	-0.10030169	0.0050276713	-0.42128171	-0.49051927	"WALKING"
1	10	-0.0040659487	-0.0040659487	-0.03870803	-0.065130712	-0.41808779	0.1015317	0.030857418	-0.42263762	-0.44161635	"WALKING"
1	10	-0.011793963	-0.011793963	0.028937449	-0.12347526	-0.44992697	0.1406213	0.28112241	-0.48800931	-0.50166142	"WALKING"
1	1	-0.20649227	-0.20649227	-0.24507052	-0.22146274	-0.38624313	-0.24937848	-0.20472796	-0.11751914	-0.3328098	"WALKING"
1	18	-0.36165792	-0.36165792	-0.44389377	-0.52318513	-0.66208259	-0.48454719	-0.49521296	-0.66525581	-0.78093425	"WALKING"
1	18	-0.4024573	-0.4024573	-0.56576904	-0.55084453	-0.73139469	-0.49521001	-0.56853403	-0.62680501	-0.7688898	"WALKING"
1	18	-0.33904843	-0.33904843	-0.46739999	-0.51350036	-0.66048404	-0.46322769	-0.41522018	-0.63147395	-0.74046157	"WALKING"
1	14	-0.1044816	-0.1044816	-0.36679318	-0.023186033	-0.53378428	-0.31435895	-0.3649243	-0.33099983	-0.6011887	"WALKING"
1	8	-0.060797491	-0.060797491	-0.15120741	-0.042758993	-0.39449031	-0.11146816	-0.18512157	-0.32380719	-0.48353426	"WALKING"
1	1	-0.23588079	-0.23588079	-0.23311462	-0.2775857	-0.36183863	-0.14046439	-0.0065970359	-0.2920416	-0.39560917	"WALKING"
1	18	-0.34361787	-0.34361787	-0.40343573	-0.43253492	-0.66128912	-0.40372806	-0.43980614	-0.61409201	-0.70763506	"WALKING"
1	18	-0.29366712	-0.29366712	-0.38614266	-0.47702974	-0.60153025	-0.35244369	-0.36224097	-0.53592712	-0.63948274	"WALKING"
1	6	-0.2265523	-0.2265523	-0.29333441	-0.39113935	-0.48555463	-0.28873407	-0.16661131	-0.53932123	-0.55989301	"WALKING"
1	28	-0.045481231	-0.045481231	-0.1527454	-0.047253835	-0.45172893	-0.18867973	-0.21269139	-0.44152057	-0.50376987	"WALKING"
1	28	-0.058861104	-0.058861104	-0.2212304	-0.18613548	-0.47149217	-0.15464343	-0.28544206	-0.45274089	-0.51639998	"WALKING"
1	19	-0.061937024	-0.061937024	-0.12835487	0.035647582	-0.43379784	-0.20843127	-0.16430222	-0.1353924	-0.45096826	"WALKING"
1	12	-0.064004349	-0.064004349	-0.1291378	-0.2650305	-0.48596465	-0.16400375	0.02713257	-0.39951221	-0.5560848	"WALKING"
1	16	-0.22511958	-0.22511958	-0.41003977	-0.42884471	-0.64403918	-0.39690188	-0.38211636	-0.65982557	-0.74511782	"WALKING"
1	16	-0.2391839	-0.2391839	-0.4251994	-0.45663158	-0.66506161	-0.43882758	-0.44332992	-0.66809198	-0.755482	"WALKING"
1	16	-0.20545604	-0.20545604	-0.35496013	-0.45239734	-0.63999235	-0.37386488	-0.35496779	-0.67801831	-0.71253561	"WALKING"
1	16	-0.2173672	-0.2173672	-0.35763587	-0.45338399	-0.66675601	-0.43466083	-0.36094656	-0.69534926	-0.73337941	"WALKING"
1	16	-0.23543189	-0.23543189	-0.38511511	-0.48537569	-0.68057426	-0.45047694	-0.33361422	-0.70221363	-0.70802987	"WALKING"
1	18	-0.35238894	-0.35238894	-0.42367159	-0.57871704	-0.70501937	-0.56698464	-0.49997688	-0.67652696	-0.77625109	"WALKING"
1	18	-0.31980211	-0.31980211	-0.41713074	-0.41138008	-0.69975026	-0.41770507	-0.44563332	-0.58555903	-0.69992263	"WALKING"
1	18	-0.28242461	-0.28242461	-0.37109676	-0.48862706	-0.64291159	-0.406039	-0.46950932	-0.5605779	-0.6540917	"WALKING"
1	18	-0.26747138	-0.26747138	-0.35521527	-0.52396563	-0.6103631	-0.41789396	-0.46562548	-0.58511133	-0.67003383	"WALKING"
1	15	-0.1194305	-0.1194305	-0.21115184	-0.15915744	-0.47970097	-0.16421931	-0.17342553	-0.42368213	-0.55910849	"WALKING"
1	15	-0.19293521	-0.19293521	-0.30349907	-0.17768054	-0.51683264	-0.24298464	-0.23561599	-0.42810506	-0.56153382	"WALKING"
1	18	-0.24877659	-0.24877659	-0.32946796	-0.50469498	-0.6090085	-0.40059437	-0.4183132	-0.57029052	-0.64096272	"WALKING"
1	18	-0.21514914	-0.21514914	-0.3003494	-0.48836661	-0.61987765	-0.38735904	-0.37837644	-0.60251544	-0.66530865	"WALKING"
1	18	-0.20833694	-0.20833694	-0.30128448	-0.49030268	-0.60438447	-0.34537894	-0.42723078	-0.5978862	-0.65940834	"WALKING"
1	18	-0.22683259	-0.22683259	-0.30041466	-0.49089391	-0.58446604	-0.32306258	-0.38897352	-0.55218708	-0.66065325	"WALKING"
1	18	-0.23620214	-0.23620214	-0.30808198	-0.49431147	-0.60610529	-0.37961718	-0.35346442	-0.56008311	-0.70061085	"WALKING"
1	18	-0.21918289	-0.21918289	-0.30605232	-0.49629196	-0.61227026	-0.40703184	-0.35262209	-0.57321033	-0.68743872	"WALKING"
1	18	-0.21519624	-0.21519624	-0.30666208	-0.48522228	-0.60887386	-0.40734105	-0.37324961	-0.58275323	-0.69063022	"WALKING"
1	18	-0.2413149	-0.2413149	-0.31266189	-0.5097635	-0.62055871	-0.30770694	-0.40792585	-0.55786252	-0.65392903	"WALKING"
1	8	0.07239996	0.07239996	-0.10482792	0.031086009	-0.45898999	-0.050991343	-0.092491449	-0.29018873	-0.61632005	"WALKING"
1	8	0.2117163	0.2117163	0.038040484	0.016090196	-0.33560975	-0.057061155	-0.10889537	-0.25895925	-0.51528988	"WALKING"
1	13	-0.033786035	-0.033786035	0.01792056	-0.17309879	-0.2854842	-0.062971594	-0.12101657	-0.31674264	-0.49567676	"WALKING"
1	14	-0.089307073	-0.089307073	-0.35011184	0.055479257	-0.50069467	-0.34184319	-0.4287816	-0.30945365	-0.59941102	"WALKING"
1	5	-0.25488869	-0.25488869	-0.41438974	-0.23091328	-0.54512766	-0.40352838	-0.4382785	-0.42973063	-0.66637923	"WALKING"
1	5	-0.26827074	-0.26827074	-0.39045877	-0.38861994	-0.55131122	-0.37511064	-0.2989093	-0.55823469	-0.64674235	"WALKING"
1	5	-0.26276062	-0.26276062	-0.35894538	-0.39802062	-0.5098322	-0.3510103	-0.28149821	-0.56484379	-0.62343982	"WALKING"
1	5	-0.26135928	-0.26135928	-0.36745567	-0.37636146	-0.48608523	-0.37200522	-0.36413411	-0.51088269	-0.61345429	"WALKING"
1	5	-0.25301137	-0.25301137	-0.34725408	-0.33854386	-0.44410739	-0.27797811	-0.31088358	-0.46863649	-0.57074142	"WALKING"
1	5	-0.34305162	-0.34305162	-0.42347683	-0.40138966	-0.49052333	-0.27542288	-0.32655158	-0.51303448	-0.59659959	"WALKING"
1	5	-0.38578065	-0.38578065	-0.50935628	-0.51015685	-0.56455123	-0.48885278	-0.49391765	-0.58918854	-0.68226623	"WALKING"
1	5	-0.35334211	-0.35334211	-0.5018989	-0.51408391	-0.55939407	-0.44864327	-0.45653018	-0.58013701	-0.64721213	"WALKING"
1	5	-0.32405693	-0.32405693	-0.43739862	-0.43894608	-0.57825285	-0.37534471	-0.39042903	-0.56082932	-0.63415105	"WALKING"
1	25	-0.43413787	-0.43413787	-0.5751988	-0.45156255	-0.70525031	-0.61400824	-0.56706209	-0.60568508	-0.80413537	"WALKING"
1	25	-0.40029129	-0.40029129	-0.54346644	-0.42424919	-0.66890828	-0.5623176	-0.5790651	-0.55461092	-0.76534554	"WALKING"
1	1	-0.085035527	-0.085035527	0.029057175	-0.094985932	-0.081850123	0.037198967	0.21570576	-0.042453151	-0.039127844	"WALKING"
1	1	-0.20428947	-0.20428947	-0.15688151	-0.15107552	-0.23297536	-0.17050674	-0.045573554	-0.1510693	-0.30585459	"WALKING"
1	1	-0.21992152	-0.21992152	-0.17565121	-0.18772916	-0.28215126	-0.16742384	-0.044648297	-0.19027357	-0.30149148	"WALKING"
1	25	-0.43922693	-0.43922693	-0.54670365	-0.45765084	-0.69262344	-0.55432131	-0.51571294	-0.63871014	-0.7538117	"WALKING"
1	28	-0.11327776	-0.11327776	-0.28440149	-0.3102818	-0.55346596	-0.33743688	-0.33813864	-0.52625928	-0.64315546	"WALKING"
1	21	-0.040150661	-0.040150661	-0.051508477	-0.18241333	-0.3517135	-0.15744197	-0.071112899	-0.34884854	-0.47404082	"WALKING"
1	21	-0.061593518	-0.061593518	-0.088983502	-0.21342969	-0.41468748	-0.18246622	-0.15637374	-0.36753644	-0.48391181	"WALKING"
1	21	-0.041868013	-0.041868013	-0.10600939	-0.27040597	-0.4708838	-0.20810801	-0.15415755	-0.46321197	-0.52087333	"WALKING"
1	7	-0.24687591	-0.24687591	-0.35657564	-0.49759155	-0.47797826	-0.32841852	-0.28943314	-0.38071055	-0.39638229	"WALKING"
1	7	-0.23801645	-0.23801645	-0.34486744	-0.4758551	-0.45426643	-0.2710149	-0.19517225	-0.36042081	-0.39910976	"WALKING"
1	14	-0.14815953	-0.14815953	-0.31308087	-0.088248293	-0.45288046	-0.3090688	-0.3848852	-0.22000432	-0.522563	"WALKING"
1	25	-0.32709377	-0.32709377	-0.48745675	-0.40043957	-0.65118419	-0.53167677	-0.55213895	-0.57814022	-0.75634807	"WALKING"
1	5	-0.21910443	-0.21910443	-0.36354914	-0.37456701	-0.47489085	-0.38591214	-0.33937938	-0.51131196	-0.57019738	"WALKING"
1	16	-0.2450638	-0.2450638	-0.28071264	-0.47935585	-0.63433462	-0.40465777	-0.30001527	-0.5961012	-0.67017636	"WALKING"
1	16	-0.28245036	-0.28245036	-0.36151615	-0.45768804	-0.66258411	-0.41265169	-0.42105507	-0.61450924	-0.68526738	"WALKING"
1	16	-0.23655838	-0.23655838	-0.32935049	-0.48127696	-0.66434082	-0.36485586	-0.3024047	-0.63952021	-0.69647738	"WALKING"
1	25	-0.37635993	-0.37635993	-0.49850532	-0.42810699	-0.66482467	-0.54854638	-0.54659599	-0.50191	-0.75631443	"WALKING"
1	25	-0.39747241	-0.39747241	-0.52822827	-0.42009182	-0.66996044	-0.6003278	-0.60315139	-0.56906334	-0.76740309	"WALKING"
1	2	-0.15975104	-0.15975104	-0.054690849	-0.31698989	-0.34646702	-0.12325009	0.094956742	-0.3502124	-0.3655743	"WALKING"
1	2	-0.24687739	-0.24687739	-0.14706428	-0.34663014	-0.40046626	-0.23905367	-0.080756158	-0.39745639	-0.36766068	"WALKING"
1	2	-0.30327877	-0.30327877	-0.26765393	-0.40607046	-0.46291003	-0.38676177	-0.27673407	-0.4972057	-0.4837315	"WALKING"
1	2	-0.24158208	-0.24158208	-0.26513345	-0.43042575	-0.4652197	-0.37710448	-0.21910414	-0.49877848	-0.55168194	"WALKING"
1	23	-0.19671268	-0.19671268	-0.16471426	-0.11632319	-0.1096125	-0.26031977	-0.13369461	0.0074048399	-0.076689213	"WALKING"
1	23	-0.16592402	-0.16592402	-0.16194442	-0.12495412	-0.14020628	-0.18736734	-0.14252282	-0.018889309	-0.06052095	"WALKING"
1	23	-0.10386679	-0.10386679	-0.10578881	-0.063579418	-0.028973237	-0.10740294	-0.087955145	0.19128146	0.054140053	"WALKING"
1	28	-0.22282505	-0.22282505	-0.34698562	-0.41579946	-0.60522704	-0.4405928	-0.36009131	-0.57988105	-0.62558363	"WALKING"
1	23	-0.082289242	-0.082289242	-0.025567268	-0.0020276562	0.068614504	-0.047250563	0.12905937	0.22596533	0.1484313	"WALKING"
1	23	-0.13853867	-0.13853867	-0.1896997	-0.012867502	-0.042140203	-0.17111842	-0.069645328	0.11704286	0.14770701	"WALKING"
1	28	-0.16770663	-0.16770663	-0.2686954	-0.36036852	-0.54663734	-0.2800344	-0.29568812	-0.48138398	-0.61512691	"WALKING"
1	28	-0.1935417	-0.1935417	-0.26647523	-0.3870324	-0.56010146	-0.29540815	-0.33922716	-0.51910392	-0.60515064	"WALKING"
1	28	-0.21072694	-0.21072694	-0.30332388	-0.44718729	-0.58190385	-0.37817864	-0.4007419	-0.59180664	-0.63310161	"WALKING"
1	23	-0.045653334	-0.045653334	-0.025640402	0.090652119	0.19542685	-0.0090667115	0.065987614	0.40479005	0.4347889	"WALKING"
1	15	-0.29748777	-0.29748777	-0.47021239	-0.34441046	-0.61555794	-0.43906939	-0.41402189	-0.53191742	-0.64339663	"WALKING"
1	15	-0.22638055	-0.22638055	-0.39570693	-0.30234286	-0.56683038	-0.33711073	-0.37107204	-0.5523624	-0.64431424	"WALKING"
1	15	-0.1817678	-0.1817678	-0.34755019	-0.27145612	-0.54754129	-0.29073878	-0.32099898	-0.55783631	-0.65856514	"WALKING"
1	15	-0.19212663	-0.19212663	-0.37116024	-0.24874394	-0.54504395	-0.29107262	-0.31000478	-0.54658852	-0.63163064	"WALKING"
1	25	-0.42853551	-0.42853551	-0.54040541	-0.41060515	-0.67094044	-0.51732555	-0.53934792	-0.56854593	-0.75942005	"WALKING"
1	25	-0.4448626	-0.4448626	-0.55651667	-0.43539135	-0.68476192	-0.56358319	-0.49780953	-0.60200858	-0.78251097	"WALKING"
1	25	-0.46515067	-0.46515067	-0.5742382	-0.44610418	-0.70374812	-0.58132803	-0.56755126	-0.66448227	-0.79351909	"WALKING"
1	25	-0.486434	-0.486434	-0.60686212	-0.39938688	-0.73940907	-0.58049456	-0.56501699	-0.67284878	-0.78578763	"WALKING"
1	5	-0.088352979	-0.088352979	-0.17933993	-0.27321275	-0.36919487	-0.20774128	-0.1878733	-0.38133309	-0.48508144	"WALKING"
1	3	-0.2064554	-0.2064554	-0.24598777	-0.45700285	-0.58745887	-0.2226968	-0.042490429	-0.5884871	-0.63812968	"WALKING"
1	3	-0.23622121	-0.23622121	-0.30578442	-0.51254165	-0.62670428	-0.28888491	-0.16103856	-0.6286154	-0.67208694	"WALKING"
1	19	-0.21915477	-0.21915477	-0.13765356	-0.22338494	-0.45530989	-0.16690995	-0.15733168	-0.29055197	-0.52157558	"WALKING"
1	19	-0.17740879	-0.17740879	-0.10738117	-0.22325308	-0.45688402	-0.014360339	-0.11249211	-0.18600348	-0.41761121	"WALKING"
1	18	-0.2796462	-0.2796462	-0.398877	-0.47791279	-0.63629747	-0.45767863	-0.40073637	-0.6181241	-0.71621385	"WALKING"
1	18	-0.29244499	-0.29244499	-0.40031652	-0.50818995	-0.65699923	-0.48044675	-0.4130156	-0.64977356	-0.74804774	"WALKING"
1	18	-0.29858531	-0.29858531	-0.38719309	-0.49810209	-0.63311196	-0.47621568	-0.41910043	-0.66274926	-0.72386315	"WALKING"
1	21	-0.14377439	-0.14377439	-0.18726126	-0.30596394	-0.44792175	-0.27253647	-0.15366154	-0.43769484	-0.51279485	"WALKING"
1	21	-0.15565725	-0.15565725	-0.17401159	-0.32142366	-0.41893865	-0.3474098	-0.14136279	-0.40586865	-0.48006048	"WALKING"
1	21	-0.18422115	-0.18422115	-0.18766784	-0.30328576	-0.4385169	-0.3770402	-0.20098142	-0.42956899	-0.46558716	"WALKING"
1	21	-0.22323767	-0.22323767	-0.23975506	-0.36943403	-0.51375582	-0.3790861	-0.30717727	-0.51421506	-0.57012335	"WALKING"
1	21	-0.18724725	-0.18724725	-0.18336668	-0.38642875	-0.4718079	-0.3815742	-0.22785136	-0.51108356	-0.56951167	"WALKING"
1	21	-0.17297787	-0.17297787	-0.2212742	-0.38158785	-0.46980133	-0.35150101	-0.23334521	-0.46932739	-0.59441341	"WALKING"
1	26	-0.24199637	-0.24199637	-0.18720104	-0.36570045	-0.43762003	-0.36142541	-0.2549558	-0.47086022	-0.57650472	"WALKING"
1	26	-0.27002077	-0.27002077	-0.23890996	-0.38709976	-0.45851968	-0.40254064	-0.31903819	-0.43185859	-0.61224391	"WALKING"
1	6	-0.17479405	-0.17479405	-0.23416397	-0.28153444	-0.4679957	-0.16853158	-0.068651551	-0.51746123	-0.53846381	"WALKING"
1	6	-0.17839052	-0.17839052	-0.21487704	-0.30321458	-0.43792034	-0.17826062	0.010813713	-0.522231	-0.52308011	"WALKING"
1	6	-0.24007014	-0.24007014	-0.28265112	-0.34268905	-0.45957685	-0.36164127	-0.22130405	-0.50115272	-0.56538501	"WALKING"
1	6	-0.25815093	-0.25815093	-0.32774328	-0.3885485	-0.50488549	-0.34850346	-0.22324709	-0.50286401	-0.5894917	"WALKING"
1	6	-0.2914571	-0.2914571	-0.37041379	-0.45498134	-0.5464559	-0.34891272	-0.22656701	-0.56825471	-0.62884375	"WALKING"
1	6	-0.3175859	-0.3175859	-0.35024285	-0.44781301	-0.52415623	-0.40294981	-0.29621669	-0.53934586	-0.62158088	"WALKING"
1	6	-0.28910732	-0.28910732	-0.33060541	-0.29965815	-0.54389866	-0.32554349	-0.25499593	-0.39652577	-0.65598978	"WALKING"
1	6	-0.26967562	-0.26967562	-0.30515378	-0.23517621	-0.60172282	-0.27690609	-0.15542131	-0.39637753	-0.62946623	"WALKING"
1	6	-0.25461782	-0.25461782	-0.25029758	-0.29677072	-0.53998472	-0.27336808	-0.16207883	-0.42495892	-0.58382268	"WALKING"
1	1	-0.11131172	-0.11131172	-0.13280349	-0.088967213	-0.36545773	-0.11697774	-0.11162625	-0.22060826	-0.42712368	"WALKING"
1	1	-0.12637248	-0.12637248	-0.16651819	-0.13205354	-0.32700025	-0.1929504	-0.16550496	-0.26882567	-0.37814193	"WALKING"
1	1	-0.10568614	-0.10568614	-0.17747339	-0.11456656	-0.28505454	-0.15719815	-0.19654319	-0.18818307	-0.34010668	"WALKING"
1	6	-0.20531392	-0.20531392	-0.21851592	-0.35481034	-0.46026423	-0.14216589	0.15483831	-0.47204905	-0.51006586	"WALKING"
1	6	-0.28927399	-0.28927399	-0.37078044	-0.38574813	-0.53582532	-0.35958172	-0.23027689	-0.42565653	-0.56372575	"WALKING"
1	1	-0.23741525	-0.23741525	-0.26565846	-0.20845692	-0.39309771	-0.23926092	-0.2031898	-0.29799466	-0.38665511	"WALKING"
1	1	-0.25039364	-0.25039364	-0.27551773	-0.2455635	-0.41154256	-0.24066207	-0.2158681	-0.22394787	-0.41270136	"WALKING"
1	1	-0.24337187	-0.24337187	-0.25351855	-0.25894769	-0.41943199	-0.21126565	-0.25196175	-0.25991394	-0.43585902	"WALKING"
1	10	-0.052677827	-0.052677827	-0.016143584	-0.12864274	-0.45631901	0.054295773	0.34560752	-0.46121061	-0.51010562	"WALKING"
1	14	-0.23160512	-0.23160512	-0.43760192	-0.19620912	-0.58261442	-0.47078268	-0.52582156	-0.43121063	-0.65270969	"WALKING"
1	14	-0.24407498	-0.24407498	-0.47474067	-0.24320126	-0.61208499	-0.5146641	-0.57513066	-0.44274073	-0.68361577	"WALKING"
1	14	-0.26185682	-0.26185682	-0.52254665	-0.24858851	-0.60628783	-0.53127118	-0.55279377	-0.37905585	-0.67009814	"WALKING"
1	26	-0.30958393	-0.30958393	-0.32300852	-0.49524991	-0.54856006	-0.38987366	-0.32603035	-0.62072241	-0.67077654	"WALKING"
1	1	-0.22840374	-0.22840374	-0.2293747	-0.27181215	-0.34594948	-0.22953345	-0.094557973	-0.30796697	-0.33804347	"WALKING"
1	8	-0.067527462	-0.067527462	-0.25179608	0.080751743	-0.40011815	-0.081754714	-0.23938	-0.20843032	-0.47508611	"WALKING"
1	8	0.010773894	0.010773894	-0.11302506	0.05395321	-0.32436578	-0.054190239	-0.17025188	-0.2521467	-0.47575698	"WALKING"
1	1	-0.26994724	-0.26994724	-0.30629079	-0.29032084	-0.37752385	-0.30477768	-0.2796107	-0.33185305	-0.4804871	"WALKING"
1	17	-0.20702067	-0.20702067	-0.39447764	-0.27886617	-0.59954685	-0.40541611	-0.41936551	-0.41981469	-0.64039915	"WALKING"
1	17	-0.13703365	-0.13703365	-0.31897865	-0.31441374	-0.58054899	-0.45756099	-0.3729518	-0.43202625	-0.64286227	"WALKING"
1	17	-0.14108523	-0.14108523	-0.28008587	-0.28355068	-0.56022392	-0.35530497	-0.23679163	-0.41782507	-0.64215859	"WALKING"
1	17	-0.16668184	-0.16668184	-0.31298921	-0.30448605	-0.56698894	-0.33740149	-0.31958297	-0.51360999	-0.64783782	"WALKING"
1	28	-0.12823919	-0.12823919	-0.26460935	-0.29587388	-0.5345539	-0.35461543	-0.2847303	-0.48116395	-0.63498068	"WALKING"
1	28	-0.10730728	-0.10730728	-0.25306064	-0.2201344	-0.52290936	-0.27101169	-0.27053808	-0.51251529	-0.61200436	"WALKING"
1	28	-0.095092517	-0.095092517	-0.23841224	-0.29196518	-0.53977317	-0.25813174	-0.24270157	-0.52149759	-0.60682566	"WALKING"
1	28	-0.086150159	-0.086150159	-0.23697347	-0.31708404	-0.51467022	-0.31789798	-0.36968948	-0.51161205	-0.59504472	"WALKING"
1	28	-0.13053974	-0.13053974	-0.26782714	-0.3250401	-0.54496522	-0.31310586	-0.35023194	-0.49731505	-0.63617941	"WALKING"
1	28	-0.18190985	-0.18190985	-0.29425932	-0.3416261	-0.56855085	-0.36126269	-0.34588525	-0.49386235	-0.64429674	"WALKING"
1	16	-0.24434218	-0.24434218	-0.37446776	-0.47041836	-0.6577157	-0.43615981	-0.374764	-0.70240119	-0.69733052	"WALKING"
1	15	-0.19942676	-0.19942676	-0.30106644	-0.06295217	-0.54064232	-0.21487352	-0.25516367	-0.26249974	-0.64149988	"WALKING"
